,volume
0,18
1,18
2,18
3,18
4,18
5,18
6,18
7,20
8,22
9,24
10,24
11,24
12,24
13,24
14,24
15,24
16,24
17,24
18,24
19,27
20,29
21,33
22,38
23,42
24,42
25,42
26,42
27,42
28,42
29,42
30,42
31,42
32,42
33,42
34,42
35,42
36,42
37,42
38,42
39,42
40,43
41,46
42,51
43,51
44,51
45,51
46,51
47,51
48,51
49,51
50,51
51,51
52,51
53,51
54,51
55,51
56,51
57,51
58,51
59,51
60,51
61,51
62,51
63,51
64,51
65,51
66,51
67,51
68,51
69,51
70,51
71,51
72,51
73,51
74,51
75,51
76,51
77,51
78,51
79,51
80,51
81,51
82,51
83,51
84,51
85,51
86,51
87,51
88,51
89,51
90,51
91,51
92,51
93,51
94,51
95,51
96,51
97,51
98,51
99,51
100,51
101,51
102,51
103,51
104,51
105,51
106,51
107,51
108,51
109,51
110,51
111,51
112,51
113,51
114,51
115,51
116,51
117,51
118,51
119,51
120,51
121,51
122,51
123,51
124,51
125,55
126,60
127,65
128,69
129,69
130,69
131,69
132,69
133,74
134,77
135,79
136,83
137,83
138,83
139,83
140,83
141,83
142,84
143,87
144,91
145,96
146,96
147,96
148,96
149,96
150,96
151,96
152,96
153,96
154,96
155,96
156,96
157,96
158,96
159,96
160,96
161,96
162,96
163,96
164,96
165,96
166,96
167,96
168,96
169,96
170,96
171,97
172,98
